RecoverCase,VulLink,ID,Tail,Head,T0,Flow,Cap,Alpha,Beta,Cost
16,11,30,10,3,6,5056.35,4908.83,0.15,4,7.01317
16,11,31,10,9,5,19059.6,10000,0.15,4,14.8973
16,11,32,10,11,6,8584.65,4908.83,0.15,4,14.4183
16,11,33,10,13,4,8504.48,4876.51,0.15,4,9.55016
16,11,34,11,2,4,15506.9,23403.5,0.15,4,4.11564
16,11,35,11,10,6,8697.66,4908.83,0.15,4,14.8704
16,11,36,11,12,3,16195.7,25900.2,0.15,4,3.0688
16,11,37,12,11,3,18489.5,25900.2,0.15,4,3.11687
16,11,38,12,23,4,10660.5,5091.26,0.15,4,15.5337
16,11,39,13,10,4,9798.94,4876.51,0.15,4,13.7821
16,11,40,13,14,5,10147.2,5127.53,0.15,4,16.5032
16,11,41,13,22,4,10134.5,4924.79,0.15,4,14.7598
16,11,42,14,9,6,21875.4,13512,0.15,4,12.1829
16,11,43,14,13,5,8764.87,5127.53,0.15,4,11.4034
16,11,44,14,18,3,3.80102e-10,1e-10,0.15,4,96.9317
16,11,45,14,21,3,16549.4,9599.18,0.15,4,6.97559
16,11,46,15,7,5,8909.71,5045.82,0.15,4,12.291
16,11,47,15,9,4,12808.5,4854.92,0.15,4,33.0682
16,11,48,15,16,2,14362.8,5229.91,0.15,4,19.0648
16,11,49,15,17,3,17058.7,19679.9,0.15,4,3.25404
16,11,50,16,9,8,8330.68,4993.51,0.15,4,17.2956
16,11,51,16,15,2,10501,5229.91,0.15,4,6.87604
16,11,52,16,18,2,11390.8,4823.95,0.15,4,11.3268
16,11,53,17,6,2,14305.8,23403.5,0.15,4,2.04188
16,11,54,17,15,3,20613.7,19679.9,0.15,4,3.54168
16,11,55,17,19,4,20528.6,23403.5,0.15,4,4.35519
16,11,56,18,14,3,16545.5,14564.8,0.15,4,3.74941
16,11,57,18,16,2,3740.6,4823.95,0.15,4,2.10846
16,11,58,18,19,4,3345.05,5002.61,0.15,4,4.11994
16,11,59,19,17,4,23312.1,23403.5,0.15,4,4.59069
16,11,60,19,18,4,12240.3,5002.61,0.15,4,25.5047
16,11,61,19,20,6,6404.4,5059.91,0.15,4,8.30985
16,11,62,19,21,5,6943.86,5075.7,0.15,4,7.62714
16,11,63,20,19,6,11797.8,5059.91,0.15,4,32.5996
16,11,64,20,21,2,3202.85,5229.91,0.15,4,2.0422
16,11,65,20,23,3,11460.9,4885.36,0.15,4,16.6301
16,11,66,21,14,3,3.51216e-10,1e-10,0.15,4,71.4715
16,11,67,21,19,5,13129.3,5075.7,0.15,4,38.5771
16,11,68,21,20,2,10394.5,5229.91,0.15,4,6.68126
16,11,69,21,22,4,11204.2,5000,0.15,4,19.1285
16,11,70,22,13,4,12811.3,4924.79,0.15,4,31.4771
16,11,71,22,21,4,8031.95,5000,0.15,4,7.99535
16,11,72,22,23,2,8470.51,5078.51,0.15,4,4.32175
16,11,73,23,12,4,12854.3,5091.26,0.15,4,28.3805
16,11,74,23,20,3,9662.61,4885.36,0.15,4,9.88659
16,11,75,23,22,2,7975.05,5078.51,0.15,4,3.82436
16,44,0,0,1,6,6370.69,25900.2,0.15,4,6.00329
16,44,1,0,2,4,10204.4,23403.5,0.15,4,4.02169
16,44,2,1,0,6,6604.4,25900.2,0.15,4,6.00381
16,44,3,1,5,5,6342,4958.18,0.15,4,7.0076
16,44,4,2,0,4,9970.69,23403.5,0.15,4,4.01977
16,44,5,2,3,4,18236.5,17110.5,0.15,4,4.77422
16,44,6,2,11,4,13278,23403.5,0.15,4,4.06217
16,44,7,3,2,4,16502.3,17110.5,0.15,4,4.51912
16,44,8,3,4,2,20477.5,17782.8,0.15,4,2.52751
16,44,9,3,10,6,5228.79,4908.83,0.15,4,7.1586
16,44,10,4,3,2,19323,17782.8,0.15,4,2.41824
16,44,11,4,5,4,8650.44,4948,0.15,4,9.60514
16,44,12,4,8,5,17405.5,10000,0.15,4,11.8835
16,44,13,5,1,5,6575.71,4958.18,0.15,4,7.32029
16,44,14,5,4,4,8943.54,4948,0.15,4,10.4043
16,44,15,5,7,2,13120.7,4898.59,0.15,4,17.4407
16,44,16,6,7,3,13979,7841.81,0.15,4,7.54415
16,44,17,6,17,2,14554.2,23403.5,0.15,4,2.04487
16,44,18,7,5,2,13647.5,4898.59,0.15,4,20.074
16,44,19,7,6,3,12440.7,7841.81,0.15,4,5.85049
16,44,20,7,8,10,8293.02,5050.19,0.15,4,20.9071
16,44,21,7,15,5,8572.48,5045.82,0.15,4,11.2483
16,44,22,8,4,5,15958,10000,0.15,4,9.86375
16,44,23,8,7,10,6864.1,5050.19,0.15,4,15.1191
16,44,24,8,9,3,23588.2,13915.8,0.15,4,6.71502
16,44,25,9,8,3,20811.7,13915.8,0.15,4,5.2512
16,44,26,9,10,5,17728.2,10000,0.15,4,12.4083
16,44,27,9,14,6,23932.9,13512,0.15,4,14.8581
16,44,28,9,15,4,10962,4854.92,0.15,4,19.5951
16,44,29,9,16,8,8229.63,4993.51,0.15,4,16.8528
16,44,30,10,3,6,4749,4908.83,0.15,4,6.78839
16,44,31,10,9,5,18916.1,10000,0.15,4,14.6026
16,44,32,10,11,6,8397.11,4908.83,0.15,4,13.7064
16,44,33,10,13,4,9218.62,4876.51,0.15,4,11.6626
16,44,34,11,2,4,14778.5,23403.5,0.15,4,4.0954
16,44,35,11,10,6,8897.16,4908.83,0.15,4,15.7126
16,44,36,11,12,3,15570.9,25900.2,0.15,4,3.05878
16,44,37,12,11,3,17671.5,25900.2,0.15,4,3.09752
16,44,38,12,23,4,10243.7,5091.26,0.15,4,13.8329
16,44,39,13,10,4,9526.66,4876.51,0.15,4,12.7393
16,44,40,13,14,5,10501.5,5127.53,0.15,4,18.1955
16,44,41,13,22,4,9170.01,4924.79,0.15,4,11.2124
16,44,42,14,9,6,18310.8,13512,0.15,4,9.03525
16,44,43,14,13,5,7907.61,5127.53,0.15,4,9.24239
16,44,44,14,18,3,15863.3,14564.8,0.15,4,3.63325
16,44,45,14,21,3,14293.5,9599.18,0.15,4,5.2122
16,44,46,15,7,5,8989.85,5045.82,0.15,4,12.5569
16,44,47,15,9,4,12475.1,4854.92,0.15,4,30.1581
16,44,48,15,16,2,13965.6,5229.91,0.15,4,17.2538
16,44,49,15,17,3,15497.3,19679.9,0.15,4,3.17304
16,44,50,16,9,8,8274.19,4993.51,0.15,4,17.0461
16,44,51,16,15,2,11625.9,5229.91,0.15,4,9.32564
16,44,52,16,18,2,10289.6,4823.95,0.15,4,8.21017
16,44,53,17,6,2,16092.6,23403.5,0.15,4,2.06707
16,44,54,17,15,3,19767.5,19679.9,0.15,4,3.45807
16,44,55,17,19,4,18292.3,23403.5,0.15,4,4.22392
16,44,56,18,14,3,21840.9,14564.8,0.15,4,5.27552
16,44,57,18,16,2,7994.46,4823.95,0.15,4,4.2629
16,44,58,18,19,4,8321.8,5002.61,0.15,4,8.59447
16,44,59,19,17,4,24000.8,23403.5,0.15,4,4.66364
16,44,60,19,18,4,12004.2,5002.61,0.15,4,23.893
16,44,61,19,20,6,6523.52,5059.91,0.15,4,8.48656
16,44,62,19,21,5,6848.46,5075.7,0.15,4,7.48571
16,44,63,20,19,6,10534.6,5059.91,0.15,4,22.9098
16,44,64,20,21,2,4675.68,5229.91,0.15,4,2.19166
16,44,65,20,23,3,10592,4885.36,0.15,4,12.9434
16,44,66,21,14,3,3.40236e-10,1e-10,0.15,4,63.3024
16,44,67,21,19,5,12128.4,5075.7,0.15,4,29.4507
16,44,68,21,20,2,10369.9,5229.91,0.15,4,6.63713
16,44,69,21,22,4,10361.9,5000,0.15,4,15.0668
16,44,70,22,13,4,12071.9,4924.79,0.15,4,25.6622
16,44,71,22,21,4,7042.6,5000,0.15,4,6.36158
16,44,72,22,23,2,8617.55,5078.51,0.15,4,4.48721
16,44,73,23,12,4,12244.3,5091.26,0.15,4,24.0719
16,44,74,23,20,3,8908.76,4885.36,0.15,4,7.97618
16,44,75,23,22,2,8200.17,5078.51,0.15,4,4.03924
16,66,0,0,1,6,4634.57,25900.2,0.15,4,6.00092
16,66,1,0,2,4,8202.8,23403.5,0.15,4,4.00905
16,66,2,1,0,6,4602.8,25900.2,0.15,4,6.0009
16,66,3,1,5,5,6101.26,4958.18,0.15,4,6.71969
16,66,4,2,0,4,8234.57,23403.5,0.15,4,4.0092
16,66,5,2,3,4,14029.6,17110.5,0.15,4,4.27119
16,66,6,2,11,4,10146.9,23403.5,0.15,4,4.0212
16,66,7,3,2,4,14077.4,17110.5,0.15,4,4.27491
16,66,8,3,4,2,18029.6,17782.8,0.15,4,2.31701
16,66,9,3,10,6,5200,4908.83,0.15,4,7.1333
16,66,10,4,3,2,18077.4,17782.8,0.15,4,2.32038
16,66,11,4,5,4,8706.39,4948,0.15,4,9.75158
16,66,12,4,8,5,15831.5,10000,0.15,4,9.71136
16,66,13,5,1,5,6069.49,4958.18,0.15,4,6.68415
16,66,14,5,4,4,8754.26,4948,0.15,4,9.87911
16,66,15,5,7,2,12541,4898.59,0.15,4,14.8873
16,66,16,6,7,3,12110.4,7841.81,0.15,4,5.55964
16,66,17,6,17,2,15907.7,23403.5,0.15,4,2.06404
16,66,18,7,5,2,12557.1,4898.59,0.15,4,14.9536
16,66,19,7,6,3,12207.7,7841.81,0.15,4,5.64287
16,66,20,7,8,10,6866.65,5050.19,0.15,4,15.1267
16,66,21,7,15,5,8325.6,5045.82,0.15,4,10.559
16,66,22,8,4,5,15831.4,10000,0.15,4,9.71133
16,66,23,8,7,10,6892.3,5050.19,0.15,4,15.2037
16,66,24,8,9,3,21741.2,13915.8,0.15,4,5.68112
16,66,25,9,8,3,21866.8,13915.8,0.15,4,5.74363
16,66,26,9,10,5,17758.4,10000,0.15,4,12.4589
16,66,27,9,14,6,23075.2,13512,0.15,4,13.655
16,66,28,9,15,4,11029.7,4854.92,0.15,4,19.9835
16,66,29,9,16,8,8100,4993.51,0.15,4,16.308
16,66,30,10,3,6,5300,4908.83,0.15,4,7.22302
16,66,31,10,9,5,17608.3,10000,0.15,4,12.2099
16,66,32,10,11,6,8327.95,4908.83,0.15,4,13.4556
16,66,33,10,13,4,9790.44,4876.51,0.15,4,13.7482
16,66,34,11,2,4,10130.9,23403.5,0.15,4,4.02107
16,66,35,11,10,6,8356.15,4908.83,0.15,4,13.5571
16,66,36,11,12,3,12468.4,25900.2,0.15,4,3.02417
16,66,37,12,11,3,12580.5,25900.2,0.15,4,3.02505
16,66,38,12,23,4,11071.4,5091.26,0.15,4,17.4173
16,66,39,13,10,4,9812.21,4876.51,0.15,4,13.8352
16,66,40,13,14,5,8998.1,5127.53,0.15,4,12.1127
16,66,41,13,22,4,8364.32,4924.79,0.15,4,8.99256
16,66,42,14,9,6,23175.8,13512,0.15,4,13.7894
16,66,43,14,13,5,9054.6,5127.53,0.15,4,12.293
16,66,44,14,18,3,18913.7,14564.8,0.15,4,4.27968
16,66,45,14,21,3,18353.8,9599.18,0.15,4,9.0142
16,66,46,15,7,5,8413.32,5045.82,0.15,4,10.797
16,66,47,15,9,4,11104.7,4854.92,0.15,4,20.423
16,66,48,15,16,2,11541.6,5229.91,0.15,4,9.11545
16,66,49,15,17,3,15464.9,19679.9,0.15,4,3.1716
16,66,50,16,9,8,8100,4993.51,0.15,4,16.308
16,66,51,16,15,2,11592.1,5229.91,0.15,4,9.24092
16,66,52,16,18,2,9901.94,4823.95,0.15,4,7.32588
16,66,53,17,6,2,15810.4,23403.5,0.15,4,2.06249
16,66,54,17,15,3,15577.1,19679.9,0.15,4,3.17663
16,66,55,17,19,4,19156.5,23403.5,0.15,4,4.26934
16,66,56,18,14,3,19064.6,14564.8,0.15,4,4.32102
16,66,57,18,16,2,9952.49,4823.95,0.15,4,7.43547
16,66,58,18,19,4,8656.42,5002.61,0.15,4,9.37922
16,66,59,19,17,4,19071.5,23403.5,0.15,4,4.26459
16,66,60,19,18,4,8857.89,5002.61,0.15,4,9.89775
16,66,61,19,20,6,6307.01,5059.91,0.15,4,8.17253
16,66,62,19,21,5,7000,5075.7,0.15,4,7.71313
16,66,63,20,19,6,6323.43,5059.91,0.15,4,8.19524
16,66,64,20,21,2,8447.43,5229.91,0.15,4,4.04194
16,66,65,20,23,3,10268.8,4885.36,0.15,4,11.7841
16,66,66,21,14,3,18260,9599.18,0.15,4,8.89218
16,66,67,21,19,5,7000,5075.7,0.15,4,7.71313
16,66,68,21,20,2,8503.31,5229.91,0.15,4,4.09651
16,66,69,21,22,4,9629.79,5000,0.15,4,12.2554
16,66,70,22,13,4,8329.59,4924.79,0.15,4,8.91015
16,66,71,22,21,4,9591.87,5000,0.15,4,12.1261
16,66,72,22,23,2,7914.79,5078.51,0.15,4,3.76984
16,66,73,23,12,4,11083.6,5091.26,0.15,4,17.4762
16,66,74,23,20,3,10229.3,4885.36,0.15,4,11.6499
16,66,75,23,22,2,7842.13,5078.51,0.15,4,3.70574
17,22,0,0,1,6,13234.8,25900.2,0.15,4,6.06136
17,22,1,0,2,4,9707.12,23403.5,0.15,4,4.01776
17,22,2,1,0,6,6800.18,25900.2,0.15,4,6.00428
17,22,3,1,5,5,12570.2,4958.18,0.15,4,35.9838
17,22,4,2,0,4,16141.7,23403.5,0.15,4,4.13578
17,22,5,2,3,4,14393.5,17110.5,0.15,4,4.30045
17,22,6,2,11,4,14523.7,23403.5,0.15,4,4.08899
17,22,7,3,2,4,20143,17110.5,0.15,4,5.15238
17,22,8,3,4,2,16956.8,17782.8,0.15,4,2.24803
17,22,9,3,10,6,4002.46,4908.83,0.15,4,6.39778
17,22,10,4,3,2,20999,17782.8,0.15,4,2.58333
17,22,11,4,5,4,3.0025e-10,1e-10,0.15,4,52.7624
17,22,12,4,8,5,20054.3,10000,0.15,4,17.1309
17,22,13,5,1,5,6135.58,4958.18,0.15,4,6.7587
17,22,14,5,4,4,8428.45,4948,0.15,4,9.05156
17,22,15,5,7,2,12504.5,4898.59,0.15,4,14.7379
17,22,16,6,7,3,14073.5,7841.81,0.15,4,7.66826
17,22,17,6,17,2,15128.3,23403.5,0.15,4,2.05238
17,22,18,7,5,2,14498.3,4898.59,0.15,4,25.0203
17,22,19,7,6,3,13658.1,7841.81,0.15,4,7.14099
17,22,20,7,8,10,8979.51,5050.19,0.15,4,24.9924
17,22,21,7,15,5,9030.63,5045.82,0.15,4,12.6949
17,22,22,8,4,5,15668.1,10000,0.15,4,9.51982
17,22,23,8,7,10,10526,5050.19,0.15,4,38.3085
17,22,24,8,9,3,24408.3,13915.8,0.15,4,7.25923
17,22,25,9,8,3,21668.5,13915.8,0.15,4,5.64545
17,22,26,9,10,5,16165.8,10000,0.15,4,10.1221
17,22,27,9,14,6,24784.4,13512,0.15,4,16.1878
17,22,28,9,15,4,13875,4854.92,0.15,4,44.0269
17,22,29,9,16,8,12739.9,4993.51,0.15,4,58.8419
17,22,30,10,3,6,5809.75,4908.83,0.15,4,7.76588
17,22,31,10,9,5,21418.9,10000,0.15,4,20.7853
17,22,32,10,11,6,9144.39,4908.83,0.15,4,16.8381
17,22,33,10,13,4,3.27305e-10,1e-10,0.15,4,72.859
17,22,34,11,2,4,15208.8,23403.5,0.15,4,4.10701
17,22,35,11,10,6,8503.31,4908.83,0.15,4,14.1037
17,22,36,11,12,3,18092.5,25900.2,0.15,4,3.10715
17,22,37,12,11,3,18236.5,25900.2,0.15,4,3.1106
17,22,38,12,23,4,12764.2,5091.26,0.15,4,27.7046
17,22,39,13,10,4,7801.52,4876.51,0.15,4,7.93035
17,22,40,13,14,5,10055.8,5127.53,0.15,4,16.0942
17,22,41,13,22,4,7163.58,4924.79,0.15,4,6.68609
17,22,42,14,9,6,22094.2,13512,0.15,4,12.4339
17,22,43,14,13,5,11658.6,5127.53,0.15,4,25.0452
17,22,44,14,18,3,3.84808e-10,1e-10,0.15,4,101.671
17,22,45,14,21,3,18147.6,9599.18,0.15,4,8.74843
17,22,46,15,7,5,9062.55,5045.82,0.15,4,12.8043
17,22,47,15,9,4,12927,4854.92,0.15,4,34.159
17,22,48,15,16,2,14660.5,5229.91,0.15,4,20.5241
17,22,49,15,17,3,18495,19679.9,0.15,4,3.35103
17,22,50,16,9,8,8285.2,4993.51,0.15,4,17.0943
17,22,51,16,15,2,11096.6,5229.91,0.15,4,8.08007
17,22,52,16,18,2,11607.5,4823.95,0.15,4,12.0569
17,22,53,17,6,2,15543.7,23403.5,0.15,4,2.05837
17,22,54,17,15,3,21142.9,19679.9,0.15,4,3.59948
17,22,55,17,19,4,21983.7,23403.5,0.15,4,4.46712
17,22,56,18,14,3,16960.1,14564.8,0.15,4,3.82739
17,22,57,18,16,2,3588.94,4823.95,0.15,4,2.09191
17,22,58,18,19,4,3466.96,5002.61,0.15,4,4.13841
17,22,59,19,17,4,24946.9,23403.5,0.15,4,4.77463
17,22,60,19,18,4,12408.5,5002.61,0.15,4,26.7113
17,22,61,19,20,6,6622.56,5059.91,0.15,4,8.64104
17,22,62,19,21,5,7582.5,5075.7,0.15,4,8.73533
17,22,63,20,19,6,12259.4,5059.91,0.15,4,37.0137
17,22,64,20,21,2,3982.87,5229.91,0.15,4,2.10091
17,22,65,20,23,3,11702.2,4885.36,0.15,4,17.8151
17,22,66,21,14,3,3.59911e-10,1e-10,0.15,4,78.508
17,22,67,21,19,5,13750.4,5075.7,0.15,4,45.3962
17,22,68,21,20,2,11384.6,5229.91,0.15,4,8.73622
17,22,69,21,22,4,11884.3,5000,0.15,4,23.1497
17,22,70,22,13,4,13362.3,4924.79,0.15,4,36.5184
17,22,71,22,21,4,7306.35,5000,0.15,4,6.73573
17,22,72,22,23,2,8148.02,5078.51,0.15,4,3.98786
17,22,73,23,12,4,12808.3,5091.26,0.15,4,28.0333
17,22,74,23,20,3,9937.39,4885.36,0.15,4,10.704
17,22,75,23,22,2,9768.84,5078.51,0.15,4,6.10723
17,33,0,0,1,6,12769.2,25900.2,0.15,4,6.05317
17,33,1,0,2,4,9846.33,23403.5,0.15,4,4.0188
17,33,2,1,0,6,6945.59,25900.2,0.15,4,6.00465
17,33,3,1,5,5,12169.8,4958.18,0.15,4,32.2213
17,33,4,2,0,4,15670,23403.5,0.15,4,4.12059
17,33,5,2,3,4,15065.8,17110.5,0.15,4,4.36063
17,33,6,2,11,4,13329.6,23403.5,0.15,4,4.06314
17,33,7,3,2,4,19260.4,17110.5,0.15,4,4.96329
17,33,8,3,4,2,16231.7,17782.8,0.15,4,2.20825
17,33,9,3,10,6,5569.66,4908.83,0.15,4,7.49158
17,33,10,4,3,2,21441.1,17782.8,0.15,4,2.63403
17,33,11,4,5,4,3.00307e-10,1e-10,0.15,4,52.7991
17,33,12,4,8,5,19128.1,10000,0.15,4,15.0404
17,33,13,5,1,5,6346.19,4958.18,0.15,4,7.0129
17,33,14,5,4,4,8618.01,4948,0.15,4,9.52156
17,33,15,5,7,2,11586.4,4898.59,0.15,4,11.3892
17,33,16,6,7,3,13680.4,7841.81,0.15,4,7.16817
17,33,17,6,17,2,14673.3,23403.5,0.15,4,2.04636
17,33,18,7,5,2,14380.7,4898.59,0.15,4,24.2824
17,33,19,7,6,3,12800.5,7841.81,0.15,4,6.19483
17,33,20,7,8,10,8873.71,5050.19,0.15,4,24.2982
17,33,21,7,15,5,8637.75,5045.82,0.15,4,11.4407
17,33,22,8,4,5,15719.6,10000,0.15,4,9.57955
17,33,23,8,7,10,10569.3,5050.19,0.15,4,38.7773
17,33,24,8,9,3,23224.1,13915.8,0.15,4,6.4909
17,33,25,9,8,3,21611.2,13915.8,0.15,4,5.61754
17,33,26,9,10,5,17760.1,10000,0.15,4,12.4617
17,33,27,9,14,6,20161.6,13512,0.15,4,10.4613
17,33,28,9,15,4,13904.7,4854.92,0.15,4,44.3713
17,33,29,9,16,8,12502,4993.51,0.15,4,55.1488
17,33,30,10,3,6,4654.78,4908.83,0.15,4,6.72766
17,33,31,10,9,5,19872.3,10000,0.15,4,16.6963
17,33,32,10,11,6,8544.53,4908.83,0.15,4,14.262
17,33,33,10,13,4,8663.4,4876.51,0.15,4,9.97681
17,33,34,11,2,4,14958.7,23403.5,0.15,4,4.10014
17,33,35,11,10,6,8826.86,4908.83,0.15,4,15.4093
17,33,36,11,12,3,16038.6,25900.2,0.15,4,3.06617
17,33,37,12,11,3,18050,25900.2,0.15,4,3.10615
17,33,38,12,23,4,10917.1,5091.26,0.15,4,16.6847
17,33,39,13,10,4,9678.41,4876.51,0.15,4,13.3096
17,33,40,13,14,5,10462.6,5127.53,0.15,4,18.0015
17,33,41,13,22,4,10271.7,4924.79,0.15,4,15.3545
17,33,42,14,9,6,21757.3,13512,0.15,4,12.0504
17,33,43,14,13,5,8912.16,5127.53,0.15,4,11.8448
17,33,44,14,18,3,3.71224e-10,1e-10,0.15,4,88.4584
17,33,45,14,21,3,16586.7,9599.18,0.15,4,7.01156
17,33,46,15,7,5,8856.53,5045.82,0.15,4,12.1185
17,33,47,15,9,4,12696.3,4854.92,0.15,4,32.0628
17,33,48,15,16,2,14335.1,5229.91,0.15,4,18.9335
17,33,49,15,17,3,18321.6,19679.9,0.15,4,3.33804
17,33,50,16,9,8,8289.53,4993.51,0.15,4,17.1133
17,33,51,16,15,2,10814.3,5229.91,0.15,4,7.48455
17,33,52,16,18,2,11725.1,4823.95,0.15,4,12.4707
17,33,53,17,6,2,15553.3,23403.5,0.15,4,2.05852
17,33,54,17,15,3,20852.7,19679.9,0.15,4,3.56725
17,33,55,17,19,4,20455.6,23403.5,0.15,4,4.35017
17,33,56,18,14,3,16531.9,14564.8,0.15,4,3.74695
17,33,57,18,16,2,3991.88,4823.95,0.15,4,2.14068
17,33,58,18,19,4,3365.72,5002.61,0.15,4,4.12293
17,33,59,19,17,4,23766.7,23403.5,0.15,4,4.63813
17,33,60,19,18,4,12164.4,5002.61,0.15,4,24.9765
17,33,61,19,20,6,6350.65,5059.91,0.15,4,8.23328
17,33,62,19,21,5,7284.26,5075.7,0.15,4,8.18142
17,33,63,20,19,6,12175.7,5059.91,0.15,4,36.1748
17,33,64,20,21,2,3174.11,5229.91,0.15,4,2.0407
17,33,65,20,23,3,11510.1,4885.36,0.15,4,16.8659
17,33,66,21,14,3,3.51258e-10,1e-10,0.15,4,71.5041
17,33,67,21,19,5,13469,5075.7,0.15,4,42.1899
17,33,68,21,20,2,10565.5,5229.91,0.15,4,6.99687
17,33,69,21,22,4,11428.9,5000,0.15,4,20.3788
17,33,70,22,13,4,12837.2,4924.79,0.15,4,31.6998
17,33,71,22,21,4,8418.3,5000,0.15,4,8.82135
17,33,72,22,23,2,8316.18,5078.51,0.15,4,4.15711
17,33,73,23,12,4,12828.5,5091.26,0.15,4,28.1856
17,33,74,23,20,3,9943.81,4885.36,0.15,4,10.7239
17,33,75,23,22,2,7871.09,5078.51,0.15,4,3.73108
17,11,0,0,1,6,7725.84,25900.2,0.15,4,6.00713
17,11,1,0,2,4,10042.5,23403.5,0.15,4,4.02034
17,11,2,1,0,6,7141.92,25900.2,0.15,4,6.0052
17,11,3,1,5,5,7125.26,4958.18,0.15,4,8.19871
17,11,4,2,0,4,10626.4,23403.5,0.15,4,4.0255
17,11,5,2,3,4,18181.5,17110.5,0.15,4,4.76492
17,11,6,2,11,4,13426.1,23403.5,0.15,4,4.06499
17,11,7,3,2,4,16684.7,17110.5,0.15,4,4.54246
17,11,8,3,4,2,21353.5,17782.8,0.15,4,2.62373
17,11,9,3,10,6,5086.8,4908.83,0.15,4,7.0378
17,11,10,4,3,2,19987.1,17782.8,0.15,4,2.47876
17,11,11,4,5,4,8899.31,4948,0.15,4,10.2786
17,11,12,4,8,5,17270.7,10000,0.15,4,11.6727
17,11,13,5,1,5,6541.34,4958.18,0.15,4,7.27216
17,11,14,5,4,4,8922.1,4948,0.15,4,10.3431
17,11,15,5,7,2,14906.6,4898.59,0.15,4,27.7251
17,11,16,6,7,3,13483.3,7841.81,0.15,4,6.93303
17,11,17,6,17,2,14977.2,23403.5,0.15,4,2.05032
17,11,18,7,5,2,14345.5,4898.59,0.15,4,24.0649
17,11,19,7,6,3,14154.7,7841.81,0.15,4,7.77692
17,11,20,7,8,10,8942.08,5050.19,0.15,4,24.7439
17,11,21,7,15,5,9057.54,5045.82,0.15,4,12.7871
17,11,22,8,4,5,15881.5,10000,0.15,4,9.77123
17,11,23,8,7,10,9200.2,5050.19,0.15,4,26.5215
17,11,24,8,9,3,23333.6,13915.8,0.15,4,6.55722
17,11,25,9,8,3,22302.6,13915.8,0.15,4,5.96895
17,11,26,9,10,5,17721.7,10000,0.15,4,12.3974
17,11,27,9,14,6,20397,13512,0.15,4,10.6733
17,11,28,9,15,4,12967.5,4854.92,0.15,4,34.5385
17,11,29,9,16,8,12119.1,4993.51,0.15,4,49.6333
17,11,30,10,3,6,5056.35,4908.83,0.15,4,7.01317
17,11,31,10,9,5,19059.6,10000,0.15,4,14.8973
17,11,32,10,11,6,8584.65,4908.83,0.15,4,14.4183
17,11,33,10,13,4,8504.48,4876.51,0.15,4,9.55016
17,11,34,11,2,4,15506.9,23403.5,0.15,4,4.11564
17,11,35,11,10,6,8697.66,4908.83,0.15,4,14.8704
17,11,36,11,12,3,16195.7,25900.2,0.15,4,3.0688
17,11,37,12,11,3,18489.5,25900.2,0.15,4,3.11687
17,11,38,12,23,4,10660.5,5091.26,0.15,4,15.5337
17,11,39,13,10,4,9798.94,4876.51,0.15,4,13.7821
17,11,40,13,14,5,10147.2,5127.53,0.15,4,16.5032
17,11,41,13,22,4,10134.5,4924.79,0.15,4,14.7598
17,11,42,14,9,6,21875.4,13512,0.15,4,12.1829
17,11,43,14,13,5,8764.87,5127.53,0.15,4,11.4034
17,11,44,14,18,3,3.80102e-10,1e-10,0.15,4,96.9317
17,11,45,14,21,3,16549.4,9599.18,0.15,4,6.97559
17,11,46,15,7,5,8909.71,5045.82,0.15,4,12.291
17,11,47,15,9,4,12808.5,4854.92,0.15,4,33.0682
17,11,48,15,16,2,14362.8,5229.91,0.15,4,19.0648
17,11,49,15,17,3,17058.7,19679.9,0.15,4,3.25404
17,11,50,16,9,8,8330.68,4993.51,0.15,4,17.2956
17,11,51,16,15,2,10501,5229.91,0.15,4,6.87604
17,11,52,16,18,2,11390.8,4823.95,0.15,4,11.3268
17,11,53,17,6,2,14305.8,23403.5,0.15,4,2.04188
17,11,54,17,15,3,20613.7,19679.9,0.15,4,3.54168
17,11,55,17,19,4,20528.6,23403.5,0.15,4,4.35519
17,11,56,18,14,3,16545.5,14564.8,0.15,4,3.74941
17,11,57,18,16,2,3740.6,4823.95,0.15,4,2.10846
17,11,58,18,19,4,3345.05,5002.61,0.15,4,4.11994
17,11,59,19,17,4,23312.1,23403.5,0.15,4,4.59069
17,11,60,19,18,4,12240.3,5002.61,0.15,4,25.5047
17,11,61,19,20,6,6404.4,5059.91,0.15,4,8.30985
17,11,62,19,21,5,6943.86,5075.7,0.15,4,7.62714
17,11,63,20,19,6,11797.8,5059.91,0.15,4,32.5996
17,11,64,20,21,2,3202.85,5229.91,0.15,4,2.0422
17,11,65,20,23,3,11460.9,4885.36,0.15,4,16.6301
17,11,66,21,14,3,3.51216e-10,1e-10,0.15,4,71.4715
17,11,67,21,19,5,13129.3,5075.7,0.15,4,38.5771
17,11,68,21,20,2,10394.5,5229.91,0.15,4,6.68126
17,11,69,21,22,4,11204.2,5000,0.15,4,19.1285
17,11,70,22,13,4,12811.3,4924.79,0.15,4,31.4771
17,11,71,22,21,4,8031.95,5000,0.15,4,7.99535
17,11,72,22,23,2,8470.51,5078.51,0.15,4,4.32175
17,11,73,23,12,4,12854.3,5091.26,0.15,4,28.3805
17,11,74,23,20,3,9662.61,4885.36,0.15,4,9.88659
17,11,75,23,22,2,7975.05,5078.51,0.15,4,3.82436
17,66,0,0,1,6,6671.89,25900.2,0.15,4,6.00396
