RecoverCase,VulLink,Origin,Dest,ODIndex,Demand,UECost
-1,11,9,6,212,1900,28.5784
-1,11,9,5,213,800,45.4206
-1,11,9,4,214,1000,15.0048
-1,11,9,3,215,1200,17.4877
-1,11,9,2,216,300,22.0616
-1,11,9,1,217,600,32.1421
-1,11,9,0,218,1300,26.1243
-1,11,10,23,219,600,27.1922
-1,11,10,22,220,1300,23.4965
-1,11,10,21,221,1100,36.0519
-1,11,10,20,222,400,39.41
-1,11,10,19,223,600,43.2953
-1,11,10,18,224,400,31.7564
-1,11,10,17,225,100,39.3775
-1,11,10,16,226,1000,29.178
-1,11,10,15,227,1400,36.248
-1,11,10,14,228,1400,27.1135
-1,11,10,13,229,1600,14.352
-1,11,10,12,230,1000,16.428
-1,11,10,11,231,1400,13.4026
-1,11,10,9,232,3900,12.87
-1,11,10,8,233,1400,18.6985
-1,11,10,7,234,800,40.0566
-1,11,10,6,235,500,41.4484
-1,11,10,5,236,400,36.9386
-1,11,10,4,237,500,9.24878
-1,11,10,3,238,1500,7.1333
-1,11,10,2,239,300,11.7072
-1,11,10,1,240,200,21.7877
-1,11,10,0,241,500,15.7699
-1,11,11,23,242,500,21.6501
-1,11,11,22,243,700,25.3733
-1,11,11,21,244,700,37.9288
-1,11,11,20,245,300,33.8679
-1,11,11,19,246,400,42.1367
-1,11,11,18,247,300,46.3493
-1,11,11,17,248,200,45.5304
-1,11,11,16,249,600,43.7708
-1,11,11,15,250,700,46.4484
-1,11,11,14,251,700,41.7063
-1,11,11,13,252,700,28.9449
-1,11,11,12,253,1300,3.02543
-1,11,11,10,254,1400,14.5928
-1,11,11,9,255,2000,27.4628
-1,11,11,8,256,600,21.4867
-1,11,11,7,257,600,38.2031
-1,11,11,6,258,700,43.4705
-1,11,11,5,259,200,29.2486
-1,11,11,4,260,200,10.2434
-1,11,11,3,261,600,8.12794
-1,11,11,2,262,200,4.01717
-1,11,11,1,263,100,14.0977
-1,11,11,0,264,200,8.07994
-1,11,12,23,265,800,18.6247
-1,11,12,22,266,800,22.3479
-1,11,12,21,267,1300,34.9033
-1,11,12,20,268,600,30.8425
-1,11,12,19,269,600,39.1113
-1,11,12,18,270,300,48.4524
-1,11,12,17,271,100,43.3939
-1,11,12,16,272,500,46.7948
-1,11,12,15,273,600,46.5378
-1,11,12,14,274,700,43.8094
-1,11,12,13,275,600,31.4233
-1,11,12,11,276,1300,3.02401
-1,11,12,10,277,1000,17.6168
-1,11,12,9,278,1900,30.4868
-1,11,12,8,279,600,24.5107
-1,11,12,7,280,600,41.2272
-1,11,12,6,281,400,45.4647
-1,11,12,5,282,200,32.2726
-1,11,12,4,283,200,13.2674
-1,11,12,3,284,600,11.152
-1,11,12,2,285,100,7.04118
-1,11,12,1,286,300,17.1217
-1,11,12,0,287,500,11.104
-1,11,13,23,288,400,12.8401
-1,11,13,22,289,1100,9.14445
-1,11,13,21,290,1200,21.6999
-1,11,13,20,291,400,25.058
-1,11,13,19,292,500,28.9433
-1,11,13,18,293,300,17.4044
-1,11,13,17,294,100,33.2259
-1,11,13,16,295,700,24.9995
-1,11,13,15,296,700,34.6295
-1,11,13,14,297,1300,12.7615
-1,11,13,12,298,600,30.0726
-1,11,13,11,299,700,27.1061
-1,11,13,10,300,1600,13.7035
-1,11,13,9,301,2100,26.5405
-1,11,13,8,302,600,32.369
-1,11,13,7,303,400,41.1234
-1,11,13,6,304,200,35.2967
-1,11,13,5,305,100,50.642
-1,11,13,4,306,100,22.9523
-1,11,13,3,307,500,20.8368
-1,11,13,2,308,100,25.4106
-1,11,13,1,309,100,35.4912
-1,11,13,0,310,300,29.4734
-1,11,14,23,311,400,24.8813
-1,11,14,22,312,1000,21.3967
-1,11,14,21,313,2600,9.05095
-1,11,14,20,314,800,13.1767
-1,11,14,19,315,1100,16.1818
-1,11,14,18,316,800,4.64292
-1,11,14,17,317,200,20.4644
-1,11,14,16,318,1500,12.238
-1,11,14,15,319,1200,21.868
-1,11,14,13,320,1300,12.3286
-1,11,14,12,321,700,42.1138
-1,11,14,11,322,700,39.4346
-1,11,14,10,323,1400,26.032
-1,11,14,9,324,4000,13.779
-1,11,14,8,325,1000,19.6075
-1,11,14,7,326,600,28.3619
-1,11,14,6,327,500,22.5352
-1,11,14,5,328,200,46.5959
-1,11,14,4,329,200,28.7838
-1,11,14,3,330,500,31.2667
-1,11,14,2,331,100,35.8406
-1,11,14,1,332,100,45.9211
-1,11,14,0,333,500,39.9033
-1,11,15,23,334,300,27.2317
-1,11,15,22,335,500,27.5532
-1,11,15,21,336,1200,15.2075
-1,11,15,20,337,600,15.527
-1,11,15,19,338,1600,7.36067
-1,11,15,18,339,1300,16.8923
-1,11,15,17,340,500,3.1295
-1,11,15,16,341,2800,9.45089
-1,11,15,14,342,1200,21.3477
-1,11,15,13,343,700,33.6762
-1,11,15,12,344,600,44.4642
-1,11,15,11,345,700,46.729
-1,11,15,10,346,1400,33.3954
-1,11,15,9,347,4400,20.9939
-1,11,15,8,348,1400,26.6629
-1,11,15,7,349,2200,9.99296
-1,11,15,6,350,1400,5.20035
-1,11,15,5,351,900,28.2269
-1,11,15,4,352,500,35.6505
-1,11,15,3,353,800,38.1334
-1,11,15,2,354,200,42.7072
-1,11,15,1,355,400,33.692
-1,11,15,0,356,500,39.6929
-1,11,16,23,357,300,36.7781
-1,11,16,22,358,600,33.2935
-1,11,16,21,359,1700,20.9477
-1,11,16,20,360,600,25.0734
-1,11,16,19,361,1700,16.9907
-1,11,16,18,362,1700,7.44138
-1,11,16,17,363,600,12.7596
-1,11,16,15,364,2800,9.63005
-1,11,16,14,365,1500,11.8968
-1,11,16,13,366,700,24.2253
-1,11,16,12,367,500,45.1375
-1,11,16,11,368,600,42.1121
-1,11,16,10,369,1000,28.7095
-1,11,16,9,370,3900,16.308
-1,11,16,8,371,900,22.1366
-1,11,16,7,372,1400,19.623
-1,11,16,6,373,1000,14.8304
-1,11,16,5,374,500,37.8569
-1,11,16,4,375,200,31.3128
-1,11,16,3,376,500,33.7957
-1,11,16,2,377,100,38.3696
-1,11,16,1,378,200,43.3221
-1,11,16,0,379,400,42.4324
-1,11,17,22,380,100,24.4237
-1,11,17,21,381,300,12.0779
-1,11,17,20,382,100,12.3975
-1,11,17,19,383,400,4.23116
-1,11,17,18,384,300,14.2074
-1,11,17,16,385,600,12.5948
-1,11,17,15,386,500,3.14388
-1,11,17,14,387,200,18.6628
-1,11,17,13,388,100,30.9913
-1,11,17,12,389,100,41.3347
-1,11,17,11,390,200,44.3587
-1,11,17,10,391,200,36.5393
-1,11,17,9,392,700,24.1378
-1,11,17,8,393,200,24.5675
-1,11,17,7,394,300,7.89753
-1,11,17,6,395,200,2.07084
-1,11,17,5,396,100,26.1315
-1,11,17,3,397,100,36.0379
-1,11,17,0,398,100,37.5975
-1,11,18,23,399,100,29.3367
-1,11,18,22,400,300,25.8521
-1,11,18,21,401,1200,13.5063
-1,11,18,20,402,400,17.6321
-1,11,18,19,403,1200,11.5389
-1,11,18,17,404,300,15.8215
-1,11,18,16,405,1700,7.59506
-1,11,18,15,406,1300,17.2251
-1,11,18,14,407,800,4.45538
-1,11,18,13,408,300,16.7839
-1,11,18,12,409,300,46.5692
-1,11,18,11,410,300,43.89
-1,11,18,10,411,400,30.4874
-1,11,18,9,412,1800,18.2344
-1,11,18,8,413,400,24.0629
-1,11,18,7,414,700,23.719
-1,11,18,6,415,400,17.8923
-1,11,18,5,416,200,41.9529
-1,11,18,4,417,100,33.2392
-1,11,18,3,418,200,35.7221
-1,11,18,1,419,100,47.4181
-1,11,18,0,420,300,44.3587
-1,11,19,23,421,400,19.871
-1,11,19,22,422,700,20.1926
-1,11,19,21,423,2400,7.84678
-1,11,19,20,424,1200,8.16636
-1,11,19,18,425,1200,9.97623
-1,11,19,17,426,400,4.28262
-1,11,19,16,427,1700,16.8774
-1,11,19,15,428,1600,7.4265
-1,11,19,14,429,1100,14.4316
-1,11,19,13,430,500,26.7602
-1,11,19,12,431,600,37.1035
-1,11,19,11,432,500,40.1275
-1,11,19,10,433,600,40.4636
-1,11,19,9,434,2500,28.2106
-1,11,19,8,435,600,28.8501
-1,11,19,7,436,900,12.1802
-1,11,19,6,437,500,6.35347
-1,11,19,5,438,300,30.4141
-1,11,19,4,439,100,37.8377
-1,11,19,3,440,300,40.3205
-1,11,19,1,441,100,35.8792
-1,11,19,0,442,300,41.8801
-1,11,20,23,443,500,11.7046
-1,11,20,22,444,700,15.4279
-1,11,20,21,445,1800,4.20103
-1,11,20,19,446,1200,8.26877
-1,11,20,18,447,400,17.7501
-1,11,20,17,448,100,12.5514
-1,11,20,16,449,600,25.1462
-1,11,20,15,450,600,15.6953
-1,11,20,14,451,800,13.1071
-1,11,20,13,452,400,24.5032
-1,11,20,12,453,600,28.9372
-1,11,20,11,454,300,31.9612
-1,11,20,10,455,400,38.2067
-1,11,20,9,456,1200,26.8861
-1,11,20,8,457,300,32.7147
-1,11,20,7,458,400,20.4489
-1,11,20,6,459,200,14.6222
-1,11,20,5,460,100,38.6829
-1,11,20,4,461,100,41.891
-1,11,20,3,462,200,40.0891
-1,11,20,0,463,100,40.0411
-1,11,21,23,464,1100,15.8304
-1,11,21,22,465,2100,12.3458
-1,11,21,20,466,1800,4.12573
-1,11,21,19,467,2400,8.26261
-1,11,21,18,468,1200,13.549
-1,11,21,17,469,300,12.5452
-1,11,21,16,470,1700,21.1441
-1,11,21,15,471,1200,15.6891
-1,11,21,14,472,2600,8.90612
-1,11,21,13,473,1200,21.2347
-1,11,21,12,474,1300,33.0629
-1,11,21,11,475,700,36.0869
-1,11,21,10,476,1100,34.9381
-1,11,21,9,477,2600,22.6851
-1,11,21,8,478,700,28.5137
-1,11,21,7,479,500,20.4428
-1,11,21,6,480,500,14.6161
-1,11,21,5,481,200,38.6767
-1,11,21,4,482,200,37.6899
-1,11,21,3,483,400,40.1728
-1,11,21,2,484,100,40.1041
-1,11,21,1,485,100,44.1418
-1,11,21,0,486,400,44.1668
-1,11,22,23,487,700,3.69569
-1,11,22,21,488,2100,12.5554
-1,11,22,20,489,700,15.9135
-1,11,22,19,490,700,20.818
-1,11,22,18,491,300,26.1044
-1,11,22,17,492,100,25.1006
-1,11,22,16,493,600,33.6995
-1,11,22,15,494,500,28.2445
-1,11,22,14,495,1000,21.4615
-1,11,22,13,496,1100,9.07535
-1,11,22,12,497,800,20.9282
-1,11,22,11,498,700,23.9522
-1,11,22,10,499,1300,22.7788
-1,11,22,9,500,1800,35.2405
-1,11,22,8,501,500,41.0691
-1,11,22,7,502,300,32.9982
-1,11,22,6,503,200,27.1715
-1,11,22,5,504,100,51.2321
-1,11,22,4,505,100,32.0276
-1,11,22,3,506,500,29.9121
-1,11,22,2,507,100,27.9694
-1,11,22,0,508,300,32.0321
-1,11,23,22,509,700,3.72325
-1,11,23,21,510,1100,16.2787
-1,11,23,20,511,500,12.2178
-1,11,23,19,512,400,20.4866
-1,11,23,18,513,100,29.8277
-1,11,23,16,514,300,37.364
-1,11,23,15,515,300,27.9131
-1,11,23,14,516,400,25.1848
-1,11,23,13,517,400,12.7986
-1,11,23,12,518,700,17.2325
-1,11,23,11,519,500,20.2565
-1,11,23,10,520,600,26.5021
-1,11,23,9,521,800,38.9638
-1,11,23,8,522,200,41.7432
-1,11,23,7,523,200,32.6667
-1,11,23,6,524,100,26.8401
-1,11,23,5,525,100,49.5051
-1,11,23,3,526,200,28.3845
-1,11,23,0,527,100,28.3365
-1,22,0,23,0,100,27.6552
-1,22,0,22,1,300,31.0533
-1,22,0,21,2,400,46.3497
-1,22,0,20,3,100,41.5107
-1,22,0,19,4,300,41.4905
-1,22,0,18,5,300,45.5505
-1,22,0,17,6,100,37.1646
-1,22,0,16,7,400,42.5468
-1,22,0,15,8,500,40.3021
-1,22,0,14,9,500,41.1691
-1,22,0,13,10,300,27.0945
-1,22,0,12,11,500,11.0398
-1,22,0,11,12,200,8.01692
-1,22,0,10,13,500,16.377
-1,22,0,9,14,1300,26.2388
-1,22,0,8,15,500,18.7386
-1,22,0,7,16,800,29.6987
-1,22,0,6,17,500,35.109
-1,22,0,5,18,300,11.5909
-1,22,0,4,19,200,11.031
-1,22,0,3,20,500,8.5019
-1,22,0,2,21,100,4.01163
-1,22,0,1,22,100,6.00036
-1,22,1,21,23,100,43.4018
-1,22,1,19,24,100,35.4901
-1,22,1,18,25,100,45.3812
-1,22,1,16,26,200,43.5999
-1,22,1,15,27,400,34.3018
-1,22,1,14,28,100,47.1714
-1,22,1,13,29,100,33.0968
-1,22,1,12,30,300,17.0422
-1,22,1,11,31,100,14.0193
-1,22,1,10,32,200,22.3793
-1,22,1,9,33,600,32.2411
-1,22,1,8,34,200,24.741
-1,22,1,7,35,400,23.6983
-1,22,1,6,36,200,29.1086
-1,22,1,5,37,400,5.59057
-1,22,1,4,38,100,17.0334
-1,22,1,3,39,200,14.5043
-1,22,1,2,40,100,10.014
-1,22,1,0,41,100,6.00235
-1,22,2,22,42,100,27.0417
-1,22,2,21,43,100,42.338
-1,22,2,16,44,100,38.5352
-1,22,2,15,45,200,44.0701
-1,22,2,14,46,100,37.1574
-1,22,2,13,47,100,23.0829
-1,22,2,12,48,100,7.0282
-1,22,2,11,49,200,4.00529
-1,22,2,10,50,300,12.3653
-1,22,2,9,51,300,22.2272
-1,22,2,8,52,100,14.727
-1,22,2,7,53,200,33.4666
-1,22,2,6,54,100,38.877
-1,22,2,5,55,300,15.3589
-1,22,2,4,56,100,7.01942
-1,22,2,3,57,200,4.49028
-1,22,2,1,58,100,10.004
-1,22,2,0,59,100,4.00368
-1,22,3,23,60,200,27.6896
-1,22,3,22,61,500,27.3869
-1,22,3,21,62,400,42.5054
-1,22,3,20,63,200,41.5451
-1,22,3,19,64,300,40.7682
-1,22,3,18,65,200,37.0486
-1,22,3,17,66,100,36.4423
-1,22,3,16,67,500,34.0449
-1,22,3,15,68,800,39.5798
-1,22,3,14,69,500,32.6672
-1,22,3,13,70,500,18.5926
-1,22,3,12,71,600,11.0742
-1,22,3,11,72,600,8.0513
-1,22,3,10,73,1400,7.87506
-1,22,3,9,74,1200,17.7369
-1,22,3,8,75,700,10.2367
-1,22,3,7,76,700,28.9764
-1,22,3,6,77,400,34.3867
-1,22,3,5,78,400,10.8686
-1,22,3,4,79,500,2.52914
-1,22,3,2,80,200,4.04601
-1,22,3,1,81,200,14.05
-1,22,3,0,82,500,8.04969
-1,22,4,22,83,100,29.3986
-1,22,4,21,84,200,39.9762
-1,22,4,20,85,100,43.5568
-1,22,4,19,86,100,38.239
-1,22,4,18,87,100,34.5194
-1,22,4,16,88,200,31.5158
-1,22,4,15,89,500,37.0507
-1,22,4,14,90,200,30.138
-1,22,4,13,91,100,20.6043
-1,22,4,12,92,200,13.0859
-1,22,4,11,93,200,10.063
-1,22,4,10,94,500,9.88674
-1,22,4,9,95,1000,15.2077
-1,22,4,8,96,800,7.70759
-1,22,4,7,97,500,26.4472
-1,22,4,6,98,200,31.8575
-1,22,4,5,99,200,8.3395
-1,22,4,3,100,500,2.01169
-1,22,4,2,101,100,6.05769
-1,22,4,1,102,100,16.0617
-1,22,4,0,103,200,10.0614
-1,22,5,23,104,100,41.2065
-1,22,5,22,105,100,40.9038
-1,22,5,21,106,200,37.8112
-1,22,5,20,107,100,39.4001
-1,22,5,19,108,300,29.8995
-1,22,5,18,109,200,39.7906
-1,22,5,17,110,100,25.5737
-1,22,5,16,111,500,38.0093
-1,22,5,15,112,900,28.7112
-1,22,5,14,113,200,41.6432
-1,22,5,13,114,100,32.1095
-1,22,5,12,115,200,24.5911
-1,22,5,11,116,200,21.5682
-1,22,5,10,117,400,21.392
-1,22,5,9,118,800,26.7129
-1,22,5,8,119,400,19.2128
-1,22,5,7,120,800,18.1077
-1,22,5,6,121,400,23.518
-1,22,5,4,122,200,11.5052
-1,22,5,3,123,400,13.5169
-1,22,5,2,124,300,17.5629
-1,22,5,1,125,400,7.73857
-1,22,5,0,126,300,13.7409
-1,22,6,23,127,100,36.0802
-1,22,6,22,128,200,35.8221
-1,22,6,21,129,500,14.2932
-1,22,6,20,130,200,15.8821
-1,22,6,19,131,500,6.38151
-1,22,6,18,132,400,16.2726
-1,22,6,17,133,200,2.05565
-1,22,6,16,134,1000,14.4913
-1,22,6,15,135,1400,5.19316
-1,22,6,14,136,500,20.6359
-1,22,6,13,137,200,43.1044
-1,22,6,12,138,400,68.6825
-1,22,6,11,139,700,69.2724
-1,22,6,10,140,500,51.2621
-1,22,6,9,141,1900,23.6603
-1,22,6,8,142,600,17.2406
-1,22,6,7,143,1000,5.81319
-1,22,6,5,144,400,47.7042
-1,22,6,4,145,200,59.2094
-1,22,6,3,146,400,61.2211
-1,22,6,2,147,100,65.2671
-1,22,6,1,148,200,55.4428
-1,22,6,0,149,500,61.4451
-1,22,7,23,150,200,41.4905
-1,22,7,22,151,300,41.2324
-1,22,7,21,152,500,19.7035
-1,22,7,20,153,400,21.2924
-1,22,7,19,154,900,11.7918
-1,22,7,18,155,700,21.6829
-1,22,7,17,156,300,7.46595
-1,22,7,16,157,1400,19.9016
-1,22,7,15,158,2200,10.6035
-1,22,7,14,159,600,26.0462
-1,22,7,13,160,400,48.5147
-1,22,7,12,161,600,66.4821
-1,22,7,11,162,600,63.4592
-1,22,7,10,163,800,46.5294
-1,22,7,9,164,1600,18.9276
-1,22,7,8,165,800,11.4274
-1,22,7,6,166,1000,5.4103
-1,22,7,5,167,800,41.891
-1,22,7,4,168,500,53.3962
-1,22,7,3,169,700,55.4079
-1,22,7,2,170,200,59.4539
-1,22,7,1,171,400,49.6296
-1,22,7,0,172,800,55.6319
-1,22,8,23,173,200,57.6879
-1,22,8,22,174,500,53.6932
-1,22,8,21,175,700,32.2687
-1,22,8,20,176,300,37.4898
-1,22,8,19,177,600,30.8659
-1,22,8,18,178,400,26.8118
-1,22,8,17,179,200,26.54
-1,22,8,16,180,900,23.8082
-1,22,8,15,181,1400,29.6775
-1,22,8,14,182,900,22.4304
-1,22,8,13,183,600,44.8989
-1,22,8,12,184,600,69.9479
-1,22,8,11,185,600,66.925
-1,22,8,10,186,1400,35.102
-1,22,8,9,187,2800,7.50014
-1,22,8,7,188,800,19.0741
-1,22,8,6,189,600,24.4844
-1,22,8,5,190,400,60.9651
-1,22,8,4,191,800,69.1421
-1,22,8,3,192,700,66.613
-1,22,8,2,193,100,70.659
-1,22,8,1,194,200,68.7036
-1,22,8,0,195,500,74.6627
-1,22,9,23,196,800,50.1877
-1,22,9,22,197,1800,46.1931
-1,22,9,21,198,2600,24.7685
-1,22,9,20,199,1200,29.9896
-1,22,9,19,200,2500,29.8912
-1,22,9,18,201,1800,19.3117
-1,22,9,17,202,700,25.5653
-1,22,9,16,203,3900,16.308
-1,22,9,15,204,4400,22.3862
-1,22,9,14,205,4000,14.9303
-1,22,9,13,206,2100,37.3987
-1,22,9,12,207,1900,62.4477
-1,22,9,11,208,2000,59.4248
-1,22,9,10,209,4000,27.6018
-1,22,9,8,210,2800,3.46026
-1,22,9,7,211,1600,22.5343
-1,22,9,6,212,1900,27.6281
-1,22,9,5,213,800,64.4253
-1,22,9,4,214,1000,61.642
-1,22,9,3,215,1200,59.1128
-1,22,9,2,216,300,63.1589
-1,22,9,1,217,600,72.1639
-1,22,9,0,218,1300,67.1625
-1,22,10,23,219,600,24.1165
-1,22,10,22,220,1300,19.5119
-1,22,10,21,221,1100,34.8957
-1,22,10,20,222,400,37.972
-1,22,10,19,223,600,40.723
-1,22,10,18,224,400,30.0848
-1,22,10,17,225,100,36.3971
-1,22,10,16,226,1000,27.1398
-1,22,10,15,227,1400,33.218
-1,22,10,14,228,1400,25.7034
-1,22,10,13,229,1600,10.7175
-1,22,10,12,230,1000,34.8459
-1,22,10,11,231,1400,31.823
-1,22,10,9,232,3900,10.8318
-1,22,10,8,233,1400,14.2921
-1,22,10,7,234,800,33.3661
-1,22,10,6,235,500,38.4599
-1,22,10,5,236,400,42.3797
-1,22,10,4,237,500,34.0402
-1,22,10,3,238,1500,31.511
-1,22,10,2,239,300,35.557
-1,22,10,1,240,200,45.5611
-1,22,10,0,241,500,39.5607
-1,22,11,23,242,500,19.6383
-1,22,11,22,243,700,23.0364
-1,22,11,21,244,700,38.3327
-1,22,11,20,245,300,33.4938
-1,22,11,19,246,400,41.3702
-1,22,11,18,247,300,45.1954
-1,22,11,17,248,200,44.9777
-1,22,11,16,249,600,42.2504
-1,22,11,15,250,700,48.1152
-1,22,11,14,251,700,40.814
-1,22,11,13,252,700,25.8281
-1,22,11,12,253,1300,3.0229
-1,22,11,10,254,1400,15.1106
-1,22,11,9,255,2000,25.9424
-1,22,11,8,256,600,18.7721
-1,22,11,7,257,600,37.5117
-1,22,11,6,258,700,42.922
-1,22,11,5,259,200,19.404
-1,22,11,4,260,200,11.0645
-1,22,11,3,261,600,8.53537
-1,22,11,2,262,200,4.04509
-1,22,11,1,263,100,14.0491
-1,22,11,0,264,200,8.04877
-1,22,12,23,265,800,16.6154
-1,22,12,22,266,800,20.0135
-1,22,12,21,267,1300,35.3098
-1,22,12,20,268,600,30.4709
-1,22,12,19,269,600,38.3473
-1,22,12,18,270,300,47.7013
-1,22,12,17,271,100,42.6342
-1,22,12,16,272,500,45.2994
-1,22,12,15,273,600,45.7717
-1,22,12,14,274,700,43.3199
-1,22,12,13,275,600,28.6553
-1,22,12,11,276,1300,3.04899
-1,22,12,10,277,1000,18.1596
-1,22,12,9,278,1900,28.9914
-1,22,12,8,279,600,21.8211
-1,22,12,7,280,600,40.5607
-1,22,12,6,281,400,44.6969
-1,22,12,5,282,200,22.453
-1,22,12,4,283,200,14.1135
-1,22,12,3,284,600,11.5844
-1,22,12,2,285,100,7.09408
-1,22,12,1,286,300,17.0981
-1,22,12,0,287,500,11.0978
-1,22,13,23,288,400,13.399
-1,22,13,22,289,1100,8.79434
-1,22,13,21,290,1200,24.1781
-1,22,13,20,291,400,27.2545
-1,22,13,19,292,500,30.2782
-1,22,13,18,293,300,19.3673
-1,22,13,17,294,100,34.5651
-1,22,13,16,295,700,26.4508
-1,22,13,15,296,700,36.5542
-1,22,13,14,297,1300,14.9858
-1,22,13,12,298,600,46.0012
-1,22,13,11,299,700,47.8726
-1,22,13,10,300,1600,16.0497
-1,22,13,9,301,2100,26.3684
-1,22,13,8,302,600,29.8287
-1,22,13,7,303,400,42.4411
-1,22,13,6,304,200,36.6279
-1,22,13,5,305,100,58.4293
-1,22,13,4,306,100,50.0898
-1,22,13,3,307,500,47.5607
-1,22,13,2,308,100,51.6067
-1,22,13,1,309,100,61.6107
-1,22,13,0,310,300,55.6104
-1,22,14,23,311,400,35.2575
-1,22,14,22,312,1000,31.2628
-1,22,14,21,313,2600,9.83823
-1,22,14,20,314,800,15.0593
-1,22,14,19,315,1100,15.2924
-1,22,14,18,316,800,4.38141
-1,22,14,17,317,200,19.5792
-1,22,14,16,318,1500,11.465
-1,22,14,15,319,1200,21.5684
-1,22,14,13,320,1300,22.4684
-1,22,14,12,321,700,67.8597
-1,22,14,11,322,700,70.3411
-1,22,14,10,323,1400,38.5181
-1,22,14,9,324,4000,11.3826
-1,22,14,8,325,1000,14.8428
-1,22,14,7,326,600,27.4552
-1,22,14,6,327,500,21.642
-1,22,14,5,328,200,69.3462
-1,22,14,4,329,200,72.5583
-1,22,14,3,330,500,70.0291
-1,22,14,2,331,100,74.0751
-1,22,14,1,332,100,77.0848
-1,22,14,0,333,500,78.0788
-1,22,15,23,334,300,37.2037
-1,22,15,22,335,500,36.9456
-1,22,15,21,336,1200,15.4167
-1,22,15,20,337,600,17.0056
-1,22,15,19,338,1600,7.505
-1,22,15,18,339,1300,17.0282
-1,22,15,17,340,500,3.17914
-1,22,15,16,341,2800,9.29812
-1,22,15,14,342,1200,21.3915
-1,22,15,13,343,700,43.86
-1,22,15,12,344,600,69.8059
-1,22,15,11,345,700,72.8549
-1,22,15,10,346,1400,46.0689
-1,22,15,9,347,4400,18.4671
-1,22,15,8,348,1400,21.9274
-1,22,15,7,349,2200,10.5331
-1,22,15,6,350,1400,5.24192
-1,22,15,5,351,900,52.4241
-1,22,15,4,352,500,63.9293
-1,22,15,3,353,800,65.941
-1,22,15,2,354,200,69.987
-1,22,15,1,355,400,60.1627
-1,22,15,0,356,500,66.165
-1,22,16,23,357,300,47.3071
-1,22,16,22,358,600,43.3562
-1,22,16,21,359,1700,21.9316
-1,22,16,20,360,600,27.1089
-1,22,16,19,361,1700,17.6084
-1,22,16,18,362,1700,7.73007
-1,22,16,17,363,600,13.2825
-1,22,16,15,364,2800,10.1034
-1,22,16,14,365,1500,12.0934
-1,22,16,13,366,700,34.5619
-1,22,16,12,367,500,76.5373
-1,22,16,11,368,600,73.5144
-1,22,16,10,369,1000,41.6914
-1,22,16,9,370,3900,14.0895
-1,22,16,8,371,900,17.5498
-1,22,16,7,372,1400,20.6365
-1,22,16,6,373,1000,15.3453
-1,22,16,5,374,500,62.5275
-1,22,16,4,375,200,74.0327
-1,22,16,3,376,500,73.2024
-1,22,16,2,377,100,77.2484
-1,22,16,1,378,200,70.266
-1,22,16,0,379,400,76.2684
-1,22,17,22,380,100,33.7665
-1,22,17,21,381,300,12.2375
-1,22,17,20,382,100,13.8264
-1,22,17,19,383,400,4.32586
-1,22,17,18,384,300,14.2169
-1,22,17,16,385,600,12.4356
-1,22,17,15,386,500,3.13751
-1,22,17,14,387,200,18.5803
-1,22,17,13,388,100,41.0487
-1,22,17,12,389,100,66.6268
-1,22,17,11,390,200,69.6758
-1,22,17,10,391,200,49.2064
-1,22,17,9,392,700,21.6046
-1,22,17,8,393,200,19.3034
-1,22,17,7,394,300,7.87597
-1,22,17,6,395,200,2.06278
-1,22,17,5,396,100,49.767
-1,22,17,3,397,100,63.2839
-1,22,17,0,398,100,63.5079
-1,22,18,23,399,100,39.6208
-1,22,18,22,400,300,35.6261
-1,22,18,21,401,1200,14.2016
-1,22,18,20,402,400,19.4227
-1,22,18,19,403,1200,10.911
-1,22,18,17,404,300,15.1978
-1,22,18,16,405,1700,7.08359
-1,22,18,15,406,1300,17.1869
-1,22,18,14,407,800,4.36336
-1,22,18,13,408,300,26.8318
-1,22,18,12,409,300,72.223
-1,22,18,11,410,300,74.7044
-1,22,18,10,411,400,42.8815
-1,22,18,9,412,1800,15.7459
-1,22,18,8,413,400,19.2062
-1,22,18,7,414,700,23.0738
-1,22,18,6,415,400,17.2606
-1,22,18,5,416,200,64.9648
-1,22,18,4,417,100,76.47
-1,22,18,3,418,200,74.3925
-1,22,18,1,419,100,72.7034
-1,22,18,0,420,300,78.7057
-1,22,19,23,421,400,29.6987
-1,22,19,22,422,700,29.4406
-1,22,19,21,423,2400,7.91169
-1,22,19,20,424,1200,9.50057
-1,22,19,18,425,1200,9.89107
-1,22,19,17,426,400,4.28685
-1,22,19,16,427,1700,16.7225
-1,22,19,15,428,1600,7.42436
-1,22,19,14,429,1100,14.2544
-1,22,19,13,430,500,36.7229
-1,22,19,12,431,600,62.3009
-1,22,19,11,432,500,65.3499
-1,22,19,10,433,600,52.7725
-1,22,19,9,434,2500,25.637
-1,22,19,8,435,600,23.5902
-1,22,19,7,436,900,12.1628
-1,22,19,6,437,500,6.34963
-1,22,19,5,438,300,54.0538
-1,22,19,4,439,100,65.559
-1,22,19,3,440,300,67.5707
-1,22,19,1,441,100,61.7924
-1,22,19,0,442,300,67.7947
-1,22,20,23,443,500,20.1981
-1,22,20,22,444,700,23.5962
-1,22,20,21,445,1800,4.83897
-1,22,20,19,446,1200,7.87643
-1,22,20,18,447,400,17.2304
-1,22,20,17,448,100,12.1633
-1,22,20,16,449,600,24.314
-1,22,20,15,450,600,15.3008
-1,22,20,14,451,800,12.849
-1,22,20,13,452,400,32.238
