VulLink,ID,Tail,Head,T0,Flow,Cap,Alpha,Beta,Cost
22,71,22,21,4,11742.9,5000,0.15,4,22.2545
22,72,22,23,2,8069.52,5078.51,0.15,4,3.91235
22,73,23,12,4,11291.4,5091.26,0.15,4,18.5157
22,74,23,20,3,12983.9,4885.36,0.15,4,25.4519
22,75,23,22,2,11335.4,5078.51,0.15,4,9.44602
8,0,0,1,6,7994.69,25900.2,0.15,4,6.00817
8,1,0,2,4,805.308,23403.5,0.15,4,4
8,2,1,0,6,3244.73,25900.2,0.15,4,6.00022
8,3,1,5,5,11794.7,4958.18,0.15,4,29.017
8,4,2,0,4,5555.27,23403.5,0.15,4,4.0019
8,5,2,3,4,4.56409e-06,1e-06,0.15,4,264.357
8,6,2,11,4,17040.4,23403.5,0.15,4,4.16864
8,7,3,2,4,18983.1,17110.5,0.15,4,4.90901
8,8,3,4,2,6.58038e-06,1e-06,0.15,4,564.502
8,9,3,10,6,3.86348e-06,1e-06,0.15,4,206.519
8,10,4,3,2,5412,17782.8,0.15,4,2.00257
8,11,4,5,4,1696.57,4948,0.15,4,4.00829
8,12,4,8,5,6245.08,10000,0.15,4,5.11408
8,13,5,1,5,7044.73,4958.18,0.15,4,8.05654
8,14,5,4,4,13353.6,4948,0.15,4,35.8298
8,15,5,7,2,13550.6,4898.59,0.15,4,19.5661
8,16,6,7,3,15282.6,7841.81,0.15,4,9.49144
8,17,6,17,2,17662,23403.5,0.15,4,2.09731
8,18,7,5,2,20457.7,4898.59,0.15,4,93.2576
8,19,7,6,3,12328.8,7841.81,0.15,4,5.74932
8,20,7,8,10,8352.12,5050.19,0.15,4,21.2214
8,21,7,15,5,7237.86,5045.82,0.15,4,8.17522
8,22,8,4,5,4.09626e-06,1e-06,0.15,4,216.16
8,23,8,7,10,10504.7,5050.19,0.15,4,38.0797
8,24,8,9,3,23131.7,13915.8,0.15,4,6.43568
8,25,9,8,3,19139.2,13915.8,0.15,4,4.61019
8,26,9,10,5,27955.4,10000,0.15,4,50.8063
8,27,9,14,6,25431.1,13512,0.15,4,17.2935
8,28,9,15,4,12569.2,4854.92,0.15,4,30.9555
8,29,9,16,8,8882.89,4993.51,0.15,4,20.0164
8,30,10,3,6,13671.1,4908.83,0.15,4,60.1435
8,31,10,9,5,22921.3,10000,0.15,4,25.7023
8,32,10,11,6,13410.2,4908.83,0.15,4,56.1277
8,33,10,13,4,9851.07,4876.51,0.15,4,13.9919
8,34,11,2,4,2807.29,23403.5,0.15,4,4.00012
8,35,11,10,6,18023.8,4908.83,0.15,4,169.574
8,36,11,12,3,9519.6,25900.2,0.15,4,3.00821
8,37,12,11,3,5.30526e-06,1e-06,0.15,4,359.484
8,38,12,23,4,20883,5091.26,0.15,4,173.832
8,39,13,10,4,13974.5,4876.51,0.15,4,44.4635
8,40,13,14,5,12125.3,5127.53,0.15,4,28.4528
8,41,13,22,4,8421.3,4924.79,0.15,4,9.13
8,42,14,9,6,26809.8,13512,0.15,4,19.9487
8,43,14,13,5,12057.1,5127.53,0.15,4,27.93
8,44,14,18,3,20472.8,14564.8,0.15,4,4.75674
8,45,14,21,3,22005.9,9599.18,0.15,4,15.4289
8,46,15,7,5,9038.54,5045.82,0.15,4,12.7219
8,47,15,9,4,12403.3,4854.92,0.15,4,29.5603
8,48,15,16,2,13439.6,5229.91,0.15,4,15.0826
8,49,15,17,3,16760.6,19679.9,0.15,4,3.23674
8,50,16,9,8,8611.77,4993.51,0.15,4,18.6152
8,51,16,15,2,13650.9,5229.91,0.15,4,15.9249
8,52,16,18,2,10290.6,4823.95,0.15,4,8.21257
8,53,17,6,2,20615.9,23403.5,0.15,4,2.18064
8,54,17,15,3,18184.1,19679.9,0.15,4,3.32801
8,55,17,19,4,22187.2,23403.5,0.15,4,4.48466
8,56,18,14,3,20205.7,14564.8,0.15,4,4.66684
8,57,18,16,2,10230.8,4823.95,0.15,4,8.06932
8,58,18,19,4,10726.7,5002.61,0.15,4,16.6833
8,59,19,17,4,26464.5,23403.5,0.15,4,4.98104
8,60,19,18,4,10399.8,5002.61,0.15,4,15.2063
8,61,19,20,6,7271.66,5059.91,0.15,4,9.83888
8,62,19,21,5,7944.95,5075.7,0.15,4,9.50239
8,63,20,19,6,9744.01,5059.91,0.15,4,18.3772
8,64,20,21,2,11728,5229.91,0.15,4,9.58648
8,65,20,23,3,10288.7,4885.36,0.15,4,11.8526
8,66,21,14,3,23483.5,9599.18,0.15,4,19.1185
8,67,21,19,5,9323.04,5075.7,0.15,4,13.5371
8,68,21,20,2,10279.2,5229.91,0.15,4,6.47687
8,69,21,22,4,11807.4,5000,0.15,4,22.6593
8,70,22,13,4,12612.9,4924.79,0.15,4,29.8142
8,71,22,21,4,13214.2,5000,0.15,4,33.2712
8,72,22,23,2,7918.96,5078.51,0.15,4,3.77357
8,73,23,12,4,11263.4,5091.26,0.15,4,18.3722
8,74,23,20,3,14209.9,4885.36,0.15,4,35.2101
8,75,23,22,2,13517.3,5078.51,0.15,4,17.0571
1,0,0,1,6,8800,25900.2,0.15,4,6.01199
1,1,0,2,4,4.83267e-06,1e-06,0.15,4,331.265
1,2,1,0,6,3364.79,25900.2,0.15,4,6.00026
1,3,1,5,5,12600,4958.18,0.15,4,36.2791
1,4,2,0,4,5435.21,23403.5,0.15,4,4.00175
1,5,2,3,4,4.42702e-06,1e-06,0.15,4,234.46
1,6,2,11,4,17531,23403.5,0.15,4,4.18891
1,7,3,2,4,19480.1,17110.5,0.15,4,5.008
1,8,3,4,2,5.95466e-06,1e-06,0.15,4,379.181
1,9,3,10,6,3.73747e-06,1e-06,0.15,4,181.612
1,10,4,3,2,6067.34,17782.8,0.15,4,2.00407
1,11,4,5,4,1694.9,4948,0.15,4,4.00826
1,12,4,8,5,5756.95,10000,0.15,4,5.08238
1,13,5,1,5,7164.79,4958.18,0.15,4,8.27029
1,14,5,4,4,13519.2,4948,0.15,4,37.4377
1,15,5,7,2,14055.3,4898.59,0.15,4,22.333
1,16,6,7,3,15285.5,7841.81,0.15,4,9.4963
1,17,6,17,2,17822.4,23403.5,0.15,4,2.10089
1,18,7,5,2,20444.4,4898.59,0.15,4,93.0196
1,19,7,6,3,12330,7841.81,0.15,4,5.75047
1,20,7,8,10,8583.13,5050.19,0.15,4,22.5153
1,21,7,15,5,7384.9,5045.82,0.15,4,8.44121
1,22,8,4,5,4.17627e-06,1e-06,0.15,4,233.146
1,23,8,7,10,10265,5050.19,0.15,4,35.6029
1,24,8,9,3,23130,13915.8,0.15,4,6.43464
1,25,9,8,3,19154.9,13915.8,0.15,4,4.61546
1,26,9,10,5,27926.2,10000,0.15,4,50.6152
1,27,9,14,6,25197.7,13512,0.15,4,16.8844
1,28,9,15,4,12767.4,4854.92,0.15,4,32.6967
1,29,9,16,8,8946.63,4993.51,0.15,4,20.365
1,30,10,3,6,13512.8,4908.83,0.15,4,57.6782
1,31,10,9,5,22633.6,10000,0.15,4,24.6823
1,32,10,11,6,13630.4,4908.83,0.15,4,59.5017
1,33,10,13,4,10134.6,4876.51,0.15,4,15.1929
1,34,11,2,4,3486.15,23403.5,0.15,4,4.0003
1,35,11,10,6,18032.5,4908.83,0.15,4,169.892
1,36,11,12,3,9542.78,25900.2,0.15,4,3.00829
1,37,12,11,3,5.26742e-06,1e-06,0.15,4,349.422
1,38,12,23,4,20871.5,5091.26,0.15,4,173.46
1,39,13,10,4,14052.6,4876.51,0.15,4,45.3756
1,40,13,14,5,12266.2,5127.53,0.15,4,29.5622
1,41,13,22,4,8284.86,4924.79,0.15,4,8.80552
1,42,14,9,6,26558,13512,0.15,4,19.4321
1,43,14,13,5,11971.1,5127.53,0.15,4,27.2825
1,44,14,18,3,20627.6,14564.8,0.15,4,4.81048
1,45,14,21,3,22148.3,9599.18,0.15,4,15.7537
1,46,15,7,5,9136.69,5045.82,0.15,4,13.0629
1,47,15,9,4,12494.7,4854.92,0.15,4,30.3225
1,48,15,16,2,13449.4,5229.91,0.15,4,15.1207
1,49,15,17,3,17453,19679.9,0.15,4,3.27836
1,50,16,9,8,9076.52,4993.51,0.15,4,21.0989
1,51,16,15,2,13727.1,5229.91,0.15,4,16.2384
1,52,16,18,2,9901.94,4823.95,0.15,4,7.32587
1,53,17,6,2,20777.9,23403.5,0.15,4,2.18638
1,54,17,15,3,18654.4,19679.9,0.15,4,3.36328
1,55,17,19,4,22753.9,23403.5,0.15,4,4.5361
1,56,18,14,3,19947.4,14564.8,0.15,4,4.58324
1,57,18,16,2,10309.5,4823.95,0.15,4,8.25843
1,58,18,19,4,10905.2,5002.61,0.15,4,17.5486
1,59,19,17,4,26810.7,23403.5,0.15,4,5.03339
1,60,19,18,4,10632.6,5002.61,0.15,4,16.244
1,61,19,20,6,7523.38,5059.91,0.15,4,10.3987
1,62,19,21,5,7946.68,5075.7,0.15,4,9.50631
1,63,20,19,6,10162.5,5059.91,0.15,4,20.6442
1,64,20,21,2,11766.1,5229.91,0.15,4,9.68564
1,65,20,23,3,10908.7,4885.36,0.15,4,14.1873
1,66,21,14,3,23793.6,9599.18,0.15,4,19.9871
1,67,21,19,5,8991.88,5075.7,0.15,4,12.3872
1,68,21,20,2,10708.9,5229.91,0.15,4,7.27389
1,69,21,22,4,11465.7,5000,0.15,4,20.5913
1,70,22,13,4,12498,4924.79,0.15,4,28.8863
1,71,22,21,4,13099.1,5000,0.15,4,32.2644
1,72,22,23,2,7290.04,5078.51,0.15,4,3.27378
1,73,23,12,4,11228.7,5091.26,0.15,4,18.1963
1,74,23,20,3,14605,4885.36,0.15,4,38.9448
1,75,23,22,2,13136.5,5078.51,0.15,4,15.4308
44,0,0,1,6,8800,25900.2,0.15,4,6.01199
44,1,0,2,4,4.59189e-06,1e-06,0.15,4,270.758
44,2,1,0,6,3117.49,25900.2,0.15,4,6.00019
44,3,1,5,5,12600,4958.18,0.15,4,36.2791
44,4,2,0,4,5682.51,23403.5,0.15,4,4.00209
44,5,2,3,4,5.51921e-06,1e-06,0.15,4,560.749
44,6,2,11,4,17814.9,23403.5,0.15,4,4.20145
44,7,3,2,4,19470.4,17110.5,0.15,4,5.006
44,8,3,4,2,6.50223e-06,1e-06,0.15,4,538.253
44,9,3,10,6,3.79454e-06,1e-06,0.15,4,192.587
44,10,4,3,2,6321.96,17782.8,0.15,4,2.00479
44,11,4,5,4,1989.84,4948,0.15,4,4.01569
44,12,4,8,5,5672.83,10000,0.15,4,5.07767
44,13,5,1,5,6917.49,4958.18,0.15,4,7.84163
44,14,5,4,4,13984.6,4948,0.15,4,42.2859
44,15,5,7,2,14134,4898.59,0.15,4,22.7922
44,16,6,7,3,15225.2,7841.81,0.15,4,9.39431
44,17,6,17,2,17563.9,23403.5,0.15,4,2.09517
44,18,7,5,2,20446.3,4898.59,0.15,4,93.0538
44,19,7,6,3,12874.1,7841.81,0.15,4,6.269
44,20,7,8,10,9641.95,5050.19,0.15,4,29.9305
44,21,7,15,5,7648.93,5045.82,0.15,4,8.96037
44,22,8,4,5,4.1601e-06,1e-06,0.15,4,229.634
44,23,8,7,10,12766.4,5050.19,0.15,4,71.2537
44,24,8,9,3,22993.2,13915.8,0.15,4,6.3541
44,25,9,8,3,20544.8,13915.8,0.15,4,5.13789
44,26,9,10,5,27756.4,10000,0.15,4,49.5155
44,27,9,14,6,20192,13512,0.15,4,10.4883
44,28,9,15,4,15759.9,4854.92,0.15,4,70.6244
44,29,9,16,8,13246.4,4993.51,0.15,4,67.4229
44,30,10,3,6,13248.5,4908.83,0.15,4,53.7521
44,31,10,9,5,23183.7,10000,0.15,4,26.6667
44,32,10,11,6,13883.1,4908.83,0.15,4,63.581
44,33,10,13,4,9687.14,4876.51,0.15,4,13.3433
44,34,11,2,4,4026.94,23403.5,0.15,4,4.00053
44,35,11,10,6,18198,4908.83,0.15,4,175.992
44,36,11,12,3,9373,25900.2,0.15,4,3.00772
44,37,12,11,3,5.56091e-06,1e-06,0.15,4,433.325
44,38,12,23,4,20705.2,5091.26,0.15,4,168.123
44,39,13,10,4,14148,4876.51,0.15,4,46.5107
44,40,13,14,5,11716.7,5127.53,0.15,4,25.4477
44,41,13,22,4,8711.53,4924.79,0.15,4,9.87459
44,42,14,9,6,28347.2,13512,0.15,4,23.4344
44,43,14,13,5,12647.7,5127.53,0.15,4,32.7632
44,44,14,18,3,3.93321e-06,1e-06,0.15,4,110.696
44,45,14,21,3,24306.2,9599.18,0.15,4,21.4987
44,46,15,7,5,8485.72,5045.82,0.15,4,10.9991
44,47,15,9,4,13296.5,4854.92,0.15,4,37.758
44,48,15,16,2,13929.2,5229.91,0.15,4,17.0954
44,49,15,17,3,20529,19679.9,0.15,4,3.53283
44,50,16,9,8,9578.84,4993.51,0.15,4,24.2483
44,51,16,15,2,11878.3,5229.91,0.15,4,9.98283
44,52,16,18,2,12194.9,4823.95,0.15,4,14.2526
44,53,17,6,2,19914.9,23403.5,0.15,4,2.15729
44,54,17,15,3,20953.3,19679.9,0.15,4,3.57827
44,55,17,19,4,26340.5,23403.5,0.15,4,4.96278
44,56,18,14,3,12385.1,14564.8,0.15,4,3.23528
44,57,18,16,2,6476.45,4823.95,0.15,4,2.97467
44,58,18,19,4,5518.53,5002.61,0.15,4,4.8885
44,59,19,17,4,29015.9,23403.5,0.15,4,5.41767
44,60,19,18,4,12185.1,5002.61,0.15,4,25.1194
44,61,19,20,6,8783.37,5059.91,0.15,4,14.1717
44,62,19,21,5,10689.1,5075.7,0.15,4,19.7516
44,63,20,19,6,13628.6,5059.91,0.15,4,53.3667
44,64,20,21,2,11024.3,5229.91,0.15,4,7.923
44,65,20,23,3,10339.6,4885.36,0.15,4,12.0292
44,66,21,14,3,20907.3,9599.18,0.15,4,13.1267
44,67,21,19,5,15085.8,5075.7,0.15,4,63.5271
44,68,21,20,2,11723.8,5229.91,0.15,4,9.57573
44,69,21,22,4,11365.7,5000,0.15,4,20.0197
44,70,22,13,4,12241.4,4924.79,0.15,4,26.9047
44,71,22,21,4,13063.2,5000,0.15,4,31.9555
44,72,22,23,2,7998.91,5078.51,0.15,4,3.84629
44,73,23,12,4,11232.2,5091.26,0.15,4,18.2138
44,74,23,20,3,14485.3,4885.36,0.15,4,37.7803
44,75,23,22,2,13226.3,5078.51,0.15,4,15.8015
47,0,0,1,6,8800,25900.2,0.15,4,6.01199
47,1,0,2,4,3.64925e-06,1e-06,0.15,4,110.406
47,2,1,0,6,3215.53,25900.2,0.15,4,6.00021
47,3,1,5,5,12600,4958.18,0.15,4,36.2791
47,4,2,0,4,5584.47,23403.5,0.15,4,4.00195
47,5,2,3,4,5.26901e-06,1e-06,0.15,4,466.454
47,6,2,11,4,17717.8,23403.5,0.15,4,4.19709
47,7,3,2,4,19631.8,17110.5,0.15,4,5.03978
47,8,3,4,2,6.411e-06,1e-06,0.15,4,508.787
47,9,3,10,6,3.78396e-06,1e-06,0.15,4,190.514
47,10,4,3,2,6430.15,17782.8,0.15,4,2.00513
47,11,4,5,4,1976.86,4948,0.15,4,4.01529
47,12,4,8,5,7349.88,10000,0.15,4,5.21887
47,13,5,1,5,7015.53,4958.18,0.15,4,8.00618
47,14,5,4,4,15756.9,4948,0.15,4,65.7044
47,15,5,7,2,12589.5,4898.59,0.15,4,15.088
47,16,6,7,3,18266.6,7841.81,0.15,4,16.2488
47,17,6,17,2,16920.4,23403.5,0.15,4,2.08197
47,18,7,5,2,20785.1,4898.59,0.15,4,99.2397
47,19,7,6,3,13228.2,7841.81,0.15,4,6.64378
47,20,7,8,10,12080.2,5050.19,0.15,4,59.108
47,21,7,15,5,7827.66,5045.82,0.15,4,9.34371
47,22,8,4,5,4.46566e-06,1e-06,0.15,4,303.266
47,23,8,7,10,12772.3,5050.19,0.15,4,71.3678
47,24,8,9,3,27112.4,13915.8,0.15,4,9.48416
47,25,9,8,3,20554.7,13915.8,0.15,4,5.14203
47,26,9,10,5,27188.9,10000,0.15,4,45.9854
47,27,9,14,6,19392.8,13512,0.15,4,9.81877
47,28,9,15,4,15436.5,4854.92,0.15,4,65.3217
47,29,9,16,8,13260.2,4993.51,0.15,4,67.6698
47,30,10,3,6,13301.7,4908.83,0.15,4,54.5242
47,31,10,9,5,23375,10000,0.15,4,27.3908
47,32,10,11,6,13518.6,4908.83,0.15,4,57.7675
47,33,10,13,4,9666.77,4876.51,0.15,4,13.2649
47,34,11,2,4,3670.41,23403.5,0.15,4,4.00036
47,35,11,10,6,18228.1,4908.83,0.15,4,177.119
47,36,11,12,3,9237.84,25900.2,0.15,4,3.00728
47,37,12,11,3,5.22486e-06,1e-06,0.15,4,338.359
47,38,12,23,4,20680.3,5091.26,0.15,4,167.335
47,39,13,10,4,14545,4876.51,0.15,4,51.487
47,40,13,14,5,11096.2,5127.53,0.15,4,21.4488
47,41,13,22,4,9527.06,4924.79,0.15,4,12.403
47,42,14,9,6,33031,13512,0.15,4,38.1402
47,43,14,13,5,12583.5,5127.53,0.15,4,32.2043
47,44,14,18,3,3.95339e-06,1e-06,0.15,4,112.924
47,45,14,21,3,24970,9599.18,0.15,4,23.604
47,46,15,7,5,10292.7,5045.82,0.15,4,17.9852
47,47,15,9,4,3.5136e-06,1e-06,0.15,4,95.4456
47,48,15,16,2,17197.4,5229.91,0.15,4,37.0752
47,49,15,17,3,24144,19679.9,0.15,4,4.01944
47,50,16,9,8,12214.6,4993.51,0.15,4,50.9612
47,51,16,15,2,11631.1,5229.91,0.15,4,9.33879
47,52,16,18,2,12412.9,4823.95,0.15,4,15.1522
47,53,17,6,2,21958.7,23403.5,0.15,4,2.2325
47,54,17,15,3,16739,19679.9,0.15,4,3.23552
47,55,17,19,4,27994.5,23403.5,0.15,4,5.22835
47,56,18,14,3,16335.3,14564.8,0.15,4,3.71205
47,57,18,16,2,5800.95,4823.95,0.15,4,2.62734
47,58,18,19,4,4504.69,5002.61,0.15,4,4.39448
47,59,19,17,4,25527.8,23403.5,0.15,4,4.84935
47,60,19,18,4,14228.1,5002.61,0.15,4,43.2602
47,61,19,20,6,9929.89,5059.91,0.15,4,19.349
47,62,19,21,5,11990,5075.7,0.15,4,28.3535
47,63,20,19,6,14267.8,5059.91,0.15,4,62.8986
47,64,20,21,2,11725.5,5229.91,0.15,4,9.57989
47,65,20,23,3,10671.7,4885.36,0.15,4,13.2462
47,66,21,14,3,23660.1,9599.18,0.15,4,19.6091
47,67,21,19,5,14808.8,5075.7,0.15,4,59.3445
47,68,21,20,2,12041.1,5229.91,0.15,4,10.4297
47,69,21,22,4,11537.1,5000,0.15,4,21.0081
47,70,22,13,4,12918.1,4924.79,0.15,4,32.4046
47,71,22,21,4,13361.7,5000,0.15,4,34.5996
47,72,22,23,2,8344.52,5078.51,0.15,4,4.18666
47,73,23,12,4,11342.4,5091.26,0.15,4,18.7801
47,74,23,20,3,14694,4885.36,0.15,4,39.8284
47,75,23,22,2,13560.1,5078.51,0.15,4,17.2486
28,0,0,1,6,8800,25900.2,0.15,4,6.01199
28,1,0,2,4,4.297e-06,1e-06,0.15,4,208.556
28,2,1,0,6,3098.08,25900.2,0.15,4,6.00018
28,3,1,5,5,12600,4958.18,0.15,4,36.2791
28,4,2,0,4,5701.92,23403.5,0.15,4,4.00211
28,5,2,3,4,5.64295e-06,1e-06,0.15,4,612.381
28,6,2,11,4,17233.9,23403.5,0.15,4,4.17643
28,7,3,2,4,19908.5,17110.5,0.15,4,5.09963
28,8,3,4,2,7.39444e-06,1e-06,0.15,4,898.895
28,9,3,10,6,3.75334e-06,1e-06,0.15,4,184.614
28,10,4,3,2,6636.43,17782.8,0.15,4,2.00582
28,11,4,5,4,2037.13,4948,0.15,4,4.01724
28,12,4,8,5,7241.92,10000,0.15,4,5.20629
28,13,5,1,5,6898.08,4958.18,0.15,4,7.80985
28,14,5,4,4,15915.5,4948,0.15,4,68.2264
28,15,5,7,2,12697.5,4898.59,0.15,4,15.5429
28,16,6,7,3,18121.2,7841.81,0.15,4,15.832
28,17,6,17,2,17811.9,23403.5,0.15,4,2.10066
28,18,7,5,2,20873.9,4898.59,0.15,4,100.914
28,19,7,6,3,15466.6,7841.81,0.15,4,9.80971
28,20,7,8,10,12089,5050.19,0.15,4,59.2512
28,21,7,15,5,9689.2,5045.82,0.15,4,15.1973
28,22,8,4,5,4.94562e-06,1e-06,0.15,4,453.686
28,23,8,7,10,16582.1,5050.19,0.15,4,184.347
28,24,8,9,3,26235.3,13915.8,0.15,4,8.68492
28,25,9,8,3,23586.5,13915.8,0.15,4,6.71392
28,26,9,10,5,27448.8,10000,0.15,4,47.5748
28,27,9,14,6,24651.6,13512,0.15,4,15.9712
28,28,9,15,4,4.30709e-06,1e-06,0.15,4,210.484
28,29,9,16,8,17388.6,4993.51,0.15,4,184.447
28,30,10,3,6,13372,4908.83,0.15,4,55.5587
28,31,10,9,5,22217.7,10000,0.15,4,23.2751
28,32,10,11,6,13659.7,4908.83,0.15,4,59.9627
28,33,10,13,4,10333.1,4876.51,0.15,4,16.0958
28,34,11,2,4,3027.4,23403.5,0.15,4,4.00017
28,35,11,10,6,17954.2,4908.83,0.15,4,167.065
28,36,11,12,3,9811.97,25900.2,0.15,4,3.00927
28,37,12,11,3,5.7128e-06,1e-06,0.15,4,482.3
28,38,12,23,4,20949.6,5091.26,0.15,4,176.012
28,39,13,10,4,14279.5,4876.51,0.15,4,48.1131
28,40,13,14,5,11166.4,5127.53,0.15,4,21.8686
28,41,13,22,4,11318.9,4924.79,0.15,4,20.7423
28,42,14,9,6,32414.9,13512,0.15,4,35.8087
28,43,14,13,5,13073.8,5127.53,0.15,4,36.6986
28,44,14,18,3,4.90984e-06,1e-06,0.15,4,264.506
28,45,14,21,3,28540,9599.18,0.15,4,38.1636
28,46,15,7,5,10718,5045.82,0.15,4,20.268
28,47,15,9,4,3.58788e-06,1e-06,0.15,4,103.427
28,48,15,16,2,17460.9,5229.91,0.15,4,39.2747
28,49,15,17,3,15517.2,19679.9,0.15,4,3.17393
28,50,16,9,8,12107.5,4993.51,0.15,4,49.4742
28,51,16,15,2,13988.6,5229.91,0.15,4,17.3547
28,52,16,18,2,12699.2,4823.95,0.15,4,16.4082
28,53,17,6,2,20466.5,23403.5,0.15,4,2.17546
28,54,17,15,3,20018.3,19679.9,0.15,4,3.48176
28,55,17,19,4,24859.8,23403.5,0.15,4,4.76387
28,56,18,14,3,14774.9,14564.8,0.15,4,3.47654
28,57,18,16,2,3945.76,4823.95,0.15,4,2.13429
28,58,18,19,4,8574.34,5002.61,0.15,4,9.17807
28,59,19,17,4,31915.5,23403.5,0.15,4,6.07508
28,60,19,18,4,14595.8,5002.61,0.15,4,47.479
28,61,19,20,6,10957,5059.91,0.15,4,25.7896
28,62,19,21,5,12569.1,5075.7,0.15,4,33.2026
28,63,20,19,6,17762.8,5059.91,0.15,4,142.685
28,64,20,21,2,11886.4,5229.91,0.15,4,10.0046
28,65,20,23,3,10018.1,4885.36,0.15,4,10.9575
28,66,21,14,3,23335.9,9599.18,0.15,4,18.7171
28,67,21,19,5,18740.4,5075.7,0.15,4,144.376
28,68,21,20,2,13331.9,5229.91,0.15,4,14.6682
28,69,21,22,4,11303.6,5000,0.15,4,19.6725
28,70,22,13,4,13357.9,4924.79,0.15,4,36.475
28,71,22,21,4,13716.3,5000,0.15,4,37.9797
28,72,22,23,2,9292.26,5078.51,0.15,4,5.36249
28,73,23,12,4,11037.7,5091.26,0.15,4,17.2544
28,74,23,20,3,15378.4,4885.36,0.15,4,47.1851
28,75,23,22,2,13743.9,5078.51,0.15,4,18.0924
